external_id,R,F_recent,M,RFM_total,segment,F_count,M_amount,_segment_truth
u_002407,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005329,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000960,4,4,4,12,Champion,7,614603.0,Loyal
u_014859,3,1,1,5,Potential,0,0.0,Potential
u_005120,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007682,1,1,1,3,Lost,0,0.0,Lost
u_010355,1,1,1,3,Lost,0,0.0,Lost
u_006947,1,1,1,3,Lost,0,0.0,Lost
u_013551,4,2,1,7,Potential,1,40449.0,Potential
u_005316,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003853,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009799,1,1,1,3,Lost,0,0.0,Lost
u_010223,1,1,1,3,Lost,0,0.0,Lost
u_001658,3,4,5,12,Loyal,9,1345789.0,Loyal
u_012656,2,1,1,4,At-Risk,0,0.0,Potential
u_000469,5,4,4,13,Champion,7,836512.0,Champion
u_005641,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014086,4,3,2,9,Potential,2,120390.0,Potential
u_007544,1,1,1,3,Lost,0,0.0,Lost
u_006825,1,1,1,3,Lost,0,0.0,Lost
u_013968,2,1,1,4,At-Risk,0,0.0,Potential
u_002869,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007818,1,1,1,3,Lost,0,0.0,Lost
u_009181,1,1,1,3,Lost,0,0.0,Lost
u_002680,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004264,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006842,1,1,1,3,Lost,0,0.0,Lost
u_011287,1,1,1,3,New,0,0.0,New
u_013688,2,1,1,4,At-Risk,0,0.0,Potential
u_000264,5,4,5,14,Champion,6,1543966.0,Champion
u_007916,1,1,1,3,Lost,0,0.0,Lost
u_001164,3,4,3,10,Loyal,5,424517.0,Loyal
u_008281,1,1,1,3,Lost,0,0.0,Lost
u_011827,2,1,1,4,At-Risk,0,0.0,Potential
u_014623,2,1,1,4,At-Risk,0,0.0,Potential
u_004913,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000868,4,4,3,11,Loyal,6,528610.0,Loyal
u_013486,2,1,1,4,At-Risk,0,0.0,Potential
u_009223,1,1,1,3,Lost,0,0.0,Lost
u_008093,1,1,1,3,Lost,0,0.0,Lost
u_009722,1,1,1,3,Lost,0,0.0,Lost
u_004007,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012507,4,3,3,10,Potential,3,286723.0,Potential
u_001628,4,4,3,11,Loyal,5,465624.0,Loyal
u_002018,3,4,5,12,Loyal,8,1288174.0,Loyal
u_008360,1,1,1,3,Lost,0,0.0,Lost
u_007498,1,1,1,3,Lost,0,0.0,Lost
u_008090,1,1,1,3,Lost,0,0.0,Lost
u_004097,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012861,4,3,2,9,Potential,2,204638.0,Potential
u_001965,3,4,3,10,Loyal,7,449283.0,Loyal
u_009458,1,1,1,3,Lost,0,0.0,Lost
u_012605,2,1,1,4,At-Risk,0,0.0,Potential
u_002850,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009999,1,1,1,3,Lost,0,0.0,Lost
u_014742,2,1,1,4,At-Risk,0,0.0,Potential
u_005175,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003072,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009177,1,1,1,3,Lost,0,0.0,Lost
u_009922,1,1,1,3,Lost,0,0.0,Lost
u_002050,3,4,3,10,Loyal,6,343905.0,Loyal
u_000025,5,5,5,15,Champion,10,1081615.0,Champion
u_009672,1,1,1,3,Lost,0,0.0,Lost
u_004975,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003699,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008495,1,1,1,3,Lost,0,0.0,Lost
u_009823,1,1,1,3,Lost,0,0.0,Lost
u_014382,2,1,1,4,At-Risk,0,0.0,Potential
u_005343,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006967,1,1,1,3,Lost,0,0.0,Lost
u_006554,1,1,1,3,Lost,0,0.0,Lost
u_014455,4,2,2,8,Potential,1,155000.0,Potential
u_012472,3,3,2,8,Potential,3,190394.0,Potential
u_010775,5,2,1,8,Potential,1,66905.0,New
u_001207,4,4,3,11,Loyal,6,381362.0,Loyal
u_000089,5,4,4,13,Champion,4,889576.0,Champion
u_004803,2,1,1,4,At-Risk,0,0.0,Hibernating
u_005974,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001475,4,4,4,12,Champion,7,610993.0,Loyal
u_009527,1,1,1,3,Lost,0,0.0,Lost
u_004186,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007363,1,1,1,3,Lost,0,0.0,Lost
u_001357,4,4,4,12,Champion,8,826027.0,Loyal
u_001553,3,4,3,10,Loyal,5,428888.0,Loyal
u_001750,4,4,4,12,Champion,9,961586.0,Loyal
u_013490,2,1,1,4,At-Risk,0,0.0,Potential
u_013468,3,2,1,6,Potential,1,47728.0,Potential
u_014216,2,1,1,4,At-Risk,0,0.0,Potential
u_005565,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008275,1,1,1,3,Lost,0,0.0,Lost
u_013586,4,2,1,7,Potential,1,86897.0,Potential
u_014207,3,3,3,9,Potential,3,430290.0,Potential
u_009291,1,1,1,3,Lost,0,0.0,Lost
u_001132,3,5,3,11,Loyal,10,491603.0,Loyal
u_012055,2,1,1,4,At-Risk,0,0.0,Potential
u_010094,1,1,1,3,Lost,0,0.0,Lost
u_009494,1,1,1,3,Lost,0,0.0,Lost
u_000653,4,5,5,14,Champion,11,2646172.0,Champion
u_003925,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000695,4,4,5,13,Champion,5,1414952.0,Champion
u_014278,3,3,2,8,Potential,2,124282.0,Potential
u_012803,4,3,2,9,Potential,2,110018.0,Potential
u_005491,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003398,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010469,1,1,1,3,Lost,0,0.0,Lost
u_005466,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011399,5,2,1,8,Potential,1,27241.0,New
u_012847,4,3,3,10,Potential,3,444716.0,Potential
u_003139,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007018,1,1,1,3,Lost,0,0.0,Lost
u_002523,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005885,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014166,4,3,2,9,Potential,2,129385.0,Potential
u_001156,3,4,4,11,Loyal,7,921549.0,Loyal
u_003112,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008247,1,1,1,3,Lost,0,0.0,Lost
u_010011,1,1,1,3,Lost,0,0.0,Lost
u_003206,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012770,2,1,1,4,At-Risk,0,0.0,Potential
u_005250,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002560,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007449,1,1,1,3,Lost,0,0.0,Lost
u_007398,1,1,1,3,Lost,0,0.0,Lost
u_005679,2,1,1,4,At-Risk,0,0.0,Hibernating
u_005806,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007097,1,1,1,3,Lost,0,0.0,Lost
u_014741,3,3,3,9,Potential,3,480048.0,Potential
u_003309,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000454,4,4,4,12,Champion,6,807446.0,Champion
u_010226,1,1,1,3,Lost,0,0.0,Lost
u_010687,5,2,1,8,Potential,1,66650.0,New
u_005646,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006371,1,1,1,3,Lost,0,0.0,Lost
u_007767,1,1,1,3,Lost,0,0.0,Lost
u_000482,4,5,5,14,Champion,11,2896028.0,Champion
u_008414,1,1,1,3,Lost,0,0.0,Lost
u_004514,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003363,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001423,4,4,4,12,Champion,7,1004196.0,Loyal
u_009893,1,1,1,3,Lost,0,0.0,Lost
u_008918,1,1,1,3,Lost,0,0.0,Lost
u_014055,2,1,1,4,At-Risk,0,0.0,Potential
u_001085,4,4,4,12,Champion,4,608329.0,Loyal
u_010419,1,1,1,3,Lost,0,0.0,Lost
u_006053,1,1,1,3,Lost,0,0.0,Lost
u_009465,1,1,1,3,Lost,0,0.0,Lost
u_002852,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003663,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009587,1,1,1,3,Lost,0,0.0,Lost
u_003701,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002095,4,5,4,13,Champion,10,792108.0,Loyal
u_007673,1,1,1,3,Lost,0,0.0,Lost
u_009208,1,1,1,3,Lost,0,0.0,Lost
u_010634,1,1,1,3,New,0,0.0,New
u_012180,2,1,1,4,At-Risk,0,0.0,Potential
u_009744,1,1,1,3,Lost,0,0.0,Lost
u_010115,1,1,1,3,Lost,0,0.0,Lost
u_012415,4,2,1,7,Potential,1,36750.0,Potential
u_000885,4,4,4,12,Champion,8,643586.0,Loyal
u_012557,4,2,2,8,Potential,1,192348.0,Potential
u_007124,1,1,1,3,Lost,0,0.0,Lost
u_006479,1,1,1,3,Lost,0,0.0,Lost
u_009259,1,1,1,3,Lost,0,0.0,Lost
u_010897,1,1,1,3,New,0,0.0,New
u_008292,1,1,1,3,Lost,0,0.0,Lost
u_003161,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004185,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013546,2,1,1,4,At-Risk,0,0.0,Potential
u_014372,3,3,2,8,Potential,2,122250.0,Potential
u_010265,1,1,1,3,Lost,0,0.0,Lost
u_000244,4,5,5,14,Champion,10,1047947.0,Champion
u_001461,3,4,4,11,Loyal,7,790293.0,Loyal
u_007814,1,1,1,3,Lost,0,0.0,Lost
u_001263,4,4,5,13,Champion,9,1562919.0,Loyal
u_009662,1,1,1,3,Lost,0,0.0,Lost
u_008044,1,1,1,3,Lost,0,0.0,Lost
u_006119,1,1,1,3,Lost,0,0.0,Lost
u_011414,1,1,1,3,New,0,0.0,New
u_004304,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007000,1,1,1,3,Lost,0,0.0,Lost
u_014551,2,1,1,4,At-Risk,0,0.0,Potential
u_008616,1,1,1,3,Lost,0,0.0,Lost
u_001871,3,4,4,11,Loyal,9,800503.0,Loyal
u_004021,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006389,1,1,1,3,Lost,0,0.0,Lost
u_013185,2,1,1,4,At-Risk,0,0.0,Potential
u_003165,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005040,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008731,1,1,1,3,Lost,0,0.0,Lost
u_008202,1,1,1,3,Lost,0,0.0,Lost
u_012181,4,3,2,9,Potential,2,144138.0,Potential
u_002653,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002069,4,4,4,12,Champion,5,821807.0,Loyal
u_005023,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006314,1,1,1,3,Lost,0,0.0,Lost
u_000610,4,5,5,14,Champion,12,1057974.0,Champion
u_008417,1,1,1,3,Lost,0,0.0,Lost
u_008332,1,1,1,3,Lost,0,0.0,Lost
u_012732,3,3,2,8,Potential,2,206861.0,Potential
u_009747,1,1,1,3,Lost,0,0.0,Lost
u_007520,1,1,1,3,Lost,0,0.0,Lost
u_013997,4,3,3,10,Potential,3,376078.0,Potential
u_000084,5,5,5,15,Champion,11,2487142.0,Champion
u_009015,1,1,1,3,Lost,0,0.0,Lost
u_010630,1,1,1,3,New,0,0.0,New
u_014951,4,3,2,9,Potential,2,154845.0,Potential
u_013159,2,1,1,4,At-Risk,0,0.0,Potential
u_012592,2,1,1,4,At-Risk,0,0.0,Potential
u_000441,5,4,4,13,Champion,4,747541.0,Champion
u_004984,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012063,4,2,1,7,Potential,1,70681.0,Potential
u_005208,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010306,1,1,1,3,Lost,0,0.0,Lost
u_012664,2,1,1,4,At-Risk,0,0.0,Potential
u_001170,4,4,5,13,Champion,9,1243534.0,Loyal
u_000518,4,5,5,14,Champion,12,2962862.0,Champion
u_012001,3,2,1,6,Potential,1,75428.0,Potential
u_009840,1,1,1,3,Lost,0,0.0,Lost
u_012407,2,1,1,4,At-Risk,0,0.0,Potential
u_003427,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007519,1,1,1,3,Lost,0,0.0,Lost
u_008513,1,1,1,3,Lost,0,0.0,Lost
u_002855,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005317,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014819,2,1,1,4,At-Risk,0,0.0,Potential
u_007024,1,1,1,3,Lost,0,0.0,Lost
u_010758,5,2,1,8,Potential,1,26933.0,New
u_002547,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006723,1,1,1,3,Lost,0,0.0,Lost
u_008172,1,1,1,3,Lost,0,0.0,Lost
u_008234,1,1,1,3,Lost,0,0.0,Lost
u_005486,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014511,2,1,1,4,At-Risk,0,0.0,Potential
u_006107,1,1,1,3,Lost,0,0.0,Lost
u_014435,2,1,1,4,At-Risk,0,0.0,Potential
u_005662,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010747,1,1,1,3,New,0,0.0,New
u_010316,1,1,1,3,Lost,0,0.0,Lost
u_013393,2,1,1,4,At-Risk,0,0.0,Potential
u_013039,3,2,1,6,Potential,1,59276.0,Potential
u_007666,1,1,1,3,Lost,0,0.0,Lost
u_009302,1,1,1,3,Lost,0,0.0,Lost
u_000124,5,5,5,15,Champion,10,2338284.0,Champion
u_001031,4,5,5,14,Champion,10,1270662.0,Loyal
u_003158,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009664,1,1,1,3,Lost,0,0.0,Lost
u_007111,1,1,1,3,Lost,0,0.0,Lost
u_004712,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011909,4,2,2,8,Potential,1,115911.0,Potential
u_003250,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009263,1,1,1,3,Lost,0,0.0,Lost
u_012087,2,1,1,4,At-Risk,0,0.0,Potential
u_014663,3,3,2,8,Potential,2,223145.0,Potential
u_000923,4,4,3,11,Loyal,4,385699.0,Loyal
u_011121,1,1,1,3,New,0,0.0,New
u_002802,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011073,5,2,1,8,Potential,1,40965.0,New
u_006330,1,1,1,3,Lost,0,0.0,Lost
u_008688,1,1,1,3,Lost,0,0.0,Lost
u_012915,4,2,2,8,Potential,1,100433.0,Potential
u_000811,3,4,5,12,Loyal,9,1039034.0,Loyal
u_007355,1,1,1,3,Lost,0,0.0,Lost
u_004601,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014269,2,1,1,4,At-Risk,0,0.0,Potential
u_003284,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010572,5,2,1,8,Potential,1,50789.0,New
u_003668,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013819,3,3,3,9,Potential,3,301122.0,Potential
u_013335,2,1,1,4,At-Risk,0,0.0,Potential
u_001984,4,4,5,13,Champion,7,1110913.0,Loyal
u_001895,3,4,3,10,Loyal,4,344880.0,Loyal
u_009231,1,1,1,3,Lost,0,0.0,Lost
u_010560,1,1,1,3,New,0,0.0,New
u_000201,5,4,5,14,Champion,9,1525503.0,Champion
u_005703,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014641,4,3,3,10,Potential,3,288994.0,Potential
u_002483,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005727,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001044,3,4,4,11,Loyal,8,605998.0,Loyal
u_013581,2,1,1,4,At-Risk,0,0.0,Potential
u_007112,1,1,1,3,Lost,0,0.0,Lost
u_000086,4,5,5,14,Champion,12,2779433.0,Champion
u_007938,1,1,1,3,Lost,0,0.0,Lost
u_000175,5,4,4,13,Champion,7,893282.0,Champion
u_004290,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003585,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006840,1,1,1,3,Lost,0,0.0,Lost
u_003818,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013862,4,3,3,10,Potential,2,242232.0,Potential
u_004832,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003312,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009112,1,1,1,3,Lost,0,0.0,Lost
u_001833,4,4,4,12,Champion,7,1031645.0,Loyal
u_005525,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009721,1,1,1,3,Lost,0,0.0,Lost
u_002831,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002889,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008290,1,1,1,3,Lost,0,0.0,Lost
u_009795,1,1,1,3,Lost,0,0.0,Lost
u_002056,3,5,4,12,Loyal,10,808373.0,Loyal
u_013568,4,3,2,9,Potential,2,115692.0,Potential
u_010220,1,1,1,3,Lost,0,0.0,Lost
u_004227,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004418,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012367,4,3,2,9,Potential,2,142011.0,Potential
u_008958,1,1,1,3,Lost,0,0.0,Lost
u_006829,1,1,1,3,Lost,0,0.0,Lost
u_014597,4,2,2,8,Potential,1,159803.0,Potential
u_013618,3,3,3,9,Potential,2,296046.0,Potential
u_010806,5,2,1,8,Potential,1,58329.0,New
u_008508,1,1,1,3,Lost,0,0.0,Lost
u_009977,1,1,1,3,Lost,0,0.0,Lost
u_003014,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007569,1,1,1,3,Lost,0,0.0,Lost
u_004306,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012018,2,1,1,4,At-Risk,0,0.0,Potential
u_005564,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007486,1,1,1,3,Lost,0,0.0,Lost
u_002148,4,4,4,12,Champion,8,680565.0,Loyal
u_010726,5,2,1,8,Potential,1,16182.0,New
u_012942,2,1,1,4,At-Risk,0,0.0,Potential
u_013577,2,1,1,4,At-Risk,0,0.0,Potential
u_006388,1,1,1,3,Lost,0,0.0,Lost
u_000316,5,4,3,12,Loyal,4,478800.0,Champion
u_001149,3,4,4,11,Loyal,6,780049.0,Loyal
u_005107,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003102,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012506,3,3,2,8,Potential,2,232786.0,Potential
u_009944,1,1,1,3,Lost,0,0.0,Lost
u_013629,3,3,3,9,Potential,2,259113.0,Potential
u_011658,5,2,1,8,Potential,1,27056.0,New
u_008897,1,1,1,3,Lost,0,0.0,Lost
u_008858,1,1,1,3,Lost,0,0.0,Lost
u_013312,2,1,1,4,At-Risk,0,0.0,Potential
u_002742,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006984,1,1,1,3,Lost,0,0.0,Lost
u_014345,4,2,1,7,Potential,1,48246.0,Potential
u_008159,1,1,1,3,Lost,0,0.0,Lost
u_003260,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004897,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013353,2,1,1,4,At-Risk,0,0.0,Potential
u_010299,1,1,1,3,Lost,0,0.0,Lost
u_007411,1,1,1,3,Lost,0,0.0,Lost
u_003470,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007249,1,1,1,3,Lost,0,0.0,Lost
u_012057,3,3,2,8,Potential,2,219393.0,Potential
u_013382,3,3,2,8,Potential,2,187278.0,Potential
u_004830,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014397,3,3,2,8,Potential,3,140802.0,Potential
u_004648,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006823,1,1,1,3,Lost,0,0.0,Lost
u_005291,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011296,5,2,1,8,Potential,1,44159.0,New
u_002263,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004403,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014635,4,3,2,9,Potential,3,137156.0,Potential
u_003486,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011156,5,2,1,8,Potential,1,84704.0,New
u_008447,1,1,1,3,Lost,0,0.0,Lost
u_013406,4,3,2,9,Potential,3,234393.0,Potential
u_005082,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011199,1,1,1,3,New,0,0.0,New
u_012479,4,3,3,10,Potential,3,420645.0,Potential
u_001814,3,4,4,11,Loyal,6,738072.0,Loyal
u_006827,1,1,1,3,Lost,0,0.0,Lost
u_002054,3,4,4,11,Loyal,5,571500.0,Loyal
u_000010,4,5,4,13,Champion,10,987054.0,Champion
u_002649,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013494,2,1,1,4,At-Risk,0,0.0,Potential
u_008383,1,1,1,3,Lost,0,0.0,Lost
u_007824,2,1,1,4,At-Risk,0,0.0,Lost
u_005847,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013489,2,1,1,4,At-Risk,0,0.0,Potential
u_004054,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009820,1,1,1,3,Lost,0,0.0,Lost
u_012833,2,1,1,4,At-Risk,0,0.0,Potential
u_009942,1,1,1,3,Lost,0,0.0,Lost
u_011345,5,2,1,8,Potential,1,14715.0,New
u_007406,1,1,1,3,Lost,0,0.0,Lost
u_008128,1,1,1,3,Lost,0,0.0,Lost
u_012583,2,1,1,4,At-Risk,0,0.0,Potential
u_006943,1,1,1,3,Lost,0,0.0,Lost
u_001341,3,4,3,10,Loyal,6,372820.0,Loyal
u_004213,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008661,1,1,1,3,Lost,0,0.0,Lost
u_009100,1,1,1,3,Lost,0,0.0,Lost
u_013154,2,1,1,4,At-Risk,0,0.0,Potential
u_007327,1,1,1,3,Lost,0,0.0,Lost
u_011197,5,2,1,8,Potential,1,57075.0,New
u_013693,3,1,1,5,Potential,0,0.0,Potential
u_004865,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009310,1,1,1,3,Lost,0,0.0,Lost
u_003942,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002237,4,4,4,12,Champion,6,718022.0,Loyal
u_007277,1,1,1,3,Lost,0,0.0,Lost
u_005488,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008762,1,1,1,3,Lost,0,0.0,Lost
u_013544,2,1,1,4,At-Risk,0,0.0,Potential
u_014754,3,3,3,9,Potential,2,259902.0,Potential
u_001216,4,4,3,11,Loyal,6,466695.0,Loyal
u_001409,4,4,4,12,Champion,7,905802.0,Loyal
u_014568,2,1,1,4,At-Risk,0,0.0,Potential
u_006203,1,1,1,3,Lost,0,0.0,Lost
u_008358,1,1,1,3,Lost,0,0.0,Lost
u_013481,2,1,1,4,At-Risk,0,0.0,Potential
u_012450,4,3,2,9,Potential,3,203285.0,Potential
u_012648,3,3,3,9,Potential,3,323942.0,Potential
u_005169,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014313,2,1,1,4,At-Risk,0,0.0,Potential
u_001428,4,4,5,13,Champion,9,1591567.0,Loyal
u_007431,1,1,1,3,Lost,0,0.0,Lost
u_001468,5,4,3,12,Loyal,6,530025.0,Loyal
u_002162,3,4,5,12,Loyal,8,1228959.0,Loyal
u_014490,2,1,1,4,At-Risk,0,0.0,Potential
u_010257,1,1,1,3,Lost,0,0.0,Lost
u_010864,5,2,1,8,Potential,1,41624.0,New
u_014362,2,1,1,4,At-Risk,0,0.0,Potential
u_006982,1,1,1,3,Lost,0,0.0,Lost
u_014288,2,1,1,4,At-Risk,0,0.0,Potential
u_000678,5,5,5,15,Champion,11,3527488.0,Champion
u_000491,4,5,5,14,Champion,12,1473852.0,Champion
u_004808,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014703,3,3,3,9,Potential,2,320303.0,Potential
u_005257,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002360,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001699,3,4,4,11,Loyal,8,971524.0,Loyal
u_003700,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004473,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013273,3,3,3,9,Potential,3,306829.0,Potential
u_008830,1,1,1,3,Lost,0,0.0,Lost
u_007549,1,1,1,3,Lost,0,0.0,Lost
u_004421,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012935,3,3,3,9,Potential,2,308403.0,Potential
u_011512,1,1,1,3,New,0,0.0,New
u_007930,1,1,1,3,Lost,0,0.0,Lost
u_005364,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000506,4,4,5,13,Champion,9,2181232.0,Champion
u_003849,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004660,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000658,4,5,5,14,Champion,11,3228698.0,Champion
u_012075,2,1,1,4,At-Risk,0,0.0,Potential
u_004981,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014993,2,1,1,4,At-Risk,0,0.0,Potential
u_013796,4,3,2,9,Potential,3,215455.0,Potential
u_014613,4,2,2,8,Potential,1,110743.0,Potential
u_000749,5,4,5,14,Champion,7,1539781.0,Champion
u_012375,2,1,1,4,At-Risk,0,0.0,Potential
u_004477,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009858,1,1,1,3,Lost,0,0.0,Lost
u_009704,1,1,1,3,Lost,0,0.0,Lost
u_010658,1,1,1,3,New,0,0.0,New
u_005652,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012034,2,1,1,4,At-Risk,0,0.0,Potential
u_002127,3,5,4,12,Loyal,10,965182.0,Loyal
u_009691,1,1,1,3,Lost,0,0.0,Lost
u_006810,1,1,1,3,Lost,0,0.0,Lost
u_005683,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002282,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004040,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013419,2,1,1,4,At-Risk,0,0.0,Potential
u_013830,2,1,1,4,At-Risk,0,0.0,Potential
u_000138,5,5,4,14,Champion,10,974913.0,Champion
u_008554,1,1,1,3,Lost,0,0.0,Lost
u_012747,3,3,2,8,Potential,2,192334.0,Potential
u_003096,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002681,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014457,3,3,2,8,Potential,3,193166.0,Potential
u_004382,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008589,1,1,1,3,Lost,0,0.0,Lost
u_008651,1,1,1,3,Lost,0,0.0,Lost
u_002689,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009852,1,1,1,3,Lost,0,0.0,Lost
u_012788,2,1,1,4,At-Risk,0,0.0,Potential
u_010425,1,1,1,3,Lost,0,0.0,Lost
u_009617,1,1,1,3,Lost,0,0.0,Lost
u_013114,2,1,1,4,At-Risk,0,0.0,Potential
u_003713,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010311,1,1,1,3,Lost,0,0.0,Lost
u_000891,4,4,3,11,Loyal,4,306664.0,Loyal
u_001769,3,5,5,13,Loyal,10,1310687.0,Loyal
u_008934,1,1,1,3,Lost,0,0.0,Lost
u_013164,2,1,1,4,At-Risk,0,0.0,Potential
u_009752,1,1,1,3,Lost,0,0.0,Lost
u_002428,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002448,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006472,1,1,1,3,Lost,0,0.0,Lost
u_010161,1,1,1,3,Lost,0,0.0,Lost
